"season","name","last_name","team","Plays","Drives","EPA","EPA_p","Exp","WR","OL","nHC","nTM","lagEPA"
2020,"J.Allen","Allen","BUF",750,157,1.1960958075725,0.250382722385178,2,36.1356205852674,38.1314833501514,0,0,19.8870776396642
2020,"S.Darnold","Darnold","NYJ",457,130,-0.427801605251054,-0.121694110902926,2,20.378809283552,26.1563067608476,0,0,-13.3529540981759
2020,"K.Murray","Murray","ARI",748,166,0.569522880895587,0.126391441482176,1,23.9503531786075,30.4631685166498,0,0,22.6826769352883
2020,"G.Minshew II","Minshew","JAX",400,83,0.389792029765393,0.0808818461763191,1,10.189404641776,26.6815338042381,0,0,-5.53537267716629
2020,"D.Lock","Lock","DEN",529,140,-0.0534173816596781,-0.0141369252029394,1,5.98758829465187,24.7907164480323,0,0,15.0694436789172
2020,"D.Jones","Jones","NYG",594,141,-0.144587803520269,-0.0343213473002658,1,22.3746720484359,31.7237134207871,1,0,-13.642211241999
2020,"T.Tagovailoa","Tagovailoa","MIA",363,93,0.1057339814403,0.0270888712780935,0,11.8701311806256,26.6815338042381,0,1,0
2020,"J.Herbert","Herbert","LAC",717,159,0.709308252542827,0.157294298681045,0,20.1687184661958,24.8957618567104,0,1,0
2020,"J.Burrow","Burrow","CIN",489,106,0.550697684648513,0.119374140230557,0,32.4590312815338,22.6898082744702,0,1,0
2021,"T.Brady","Brady","TB",797,182,0.903168299773436,0.206244203963319,21,13.2335342465753,35.9358904109589,0,0,152.979636714754
2021,"B.Roethlisberger","Roethlisberger","PIT",708,180,-0.104157270292729,-0.0264806619388294,17,9.12657534246575,14.3743561643836,0,0,70.4030256470724
2021,"A.Rodgers","Rodgers","GB",622,149,1.00042821671866,0.239652418474405,16,27.6078904109589,27.0374794520548,0,0,212.518266329975
2021,"M.Ryan","Ryan","ATL",677,165,0.0737242021251414,0.0179682324234096,13,6.27452054794521,28.0642191780822,1,0,97.7374115686783
2021,"M.Stafford","Stafford","LA",693,168,0.767833431935292,0.186141438044919,12,9.3547397260274,22.0178630136986,0,1,91.5519941595608
2021,"A.Dalton","Dalton","CHI",281,57,-0.400715491808747,-0.0812839253846925,10,23.729095890411,20.6488767123288,0,1,4.87024218801688
2021,"R.Wilson","Wilson","SEA",502,144,0.196446363998959,0.0563511482387452,9,13.6898630136986,23.1586849315068,0,0,108.257095538645
2021,"K.Cousins","Cousins","MIN",649,180,0.423429326616859,0.117438025872164,9,6.95901369863014,18.7094794520548,0,0,111.942254658042
2021,"R.Tannehill","Tannehill","TEN",665,169,0.493853580029321,0.125505646654068,9,9.24065753424657,45.5187945205479,0,0,184.662302517826
2021,"T.Bridgewater","Bridgewater","DEN",509,127,0.525931388606502,0.131224531145434,7,15.1729315068493,13.5757808219178,0,1,63.0199812871194
2021,"D.Carr","Carr","LV",744,180,0.379259463111118,0.0917563217204317,7,6.27452054794521,29.8895342465753,0,0,100.572396232593
2021,"J.Garoppolo","Garoppolo","SF",529,148,0.699510118105738,0.195704154025802,7,9.24065753424657,26.0107397260274,0,0,32.6237719188983
2021,"T.Heinicke","Heinicke","WAS",631,158,-0.0296052648246121,-0.0074130457088569,6,12.2067945205479,36.8485479452055,0,0,5.29064555995865
2021,"C.Wentz","Wentz","IND",653,163,0.266763234136831,0.066588678658964,5,17.4545753424658,46.0892054794521,0,1,-42.8833236684581
2021,"D.Prescott","Prescott","DAL",728,170,0.512721310297035,0.119728877404527,5,34.1105753424658,35.8218082191781,0,0,41.0798016876002
2021,"J.Goff","Goff","DET",574,141,-0.168546228631508,-0.0414024707962414,5,4.90553424657534,27.9501369863014,1,1,28.4090017218686
2021,"J.Brissett","Brissett","MIA",280,64,-0.131985764248958,-0.0301681746854761,5,28.178301369863,16.4278356164384,0,1,-2.72119082069144
2021,"P.Mahomes","Mahomes","KC",804,161,1.02461376137429,0.205177631319976,4,24.1854246575342,16.4278356164384,0,0,210.390784678954
2021,"L.Jackson","Jackson","BAL",576,128,0.340278533765089,0.0756174519477976,3,16.3137534246575,16.656,0,0,99.9137128904287
2021,"B.Mayfield","Mayfield","CLE",526,141,0.146037486201444,0.0391469307117938,3,20.9911232876712,33.7683287671233,0,0,102.046074995591
2021,"J.Allen","Allen","BUF",842,175,0.785110358281757,0.163176143348346,3,24.7558356164384,38.5597808219178,0,0,187.787041788883
2021,"S.Darnold","Darnold","CAR",512,128,-0.50423229881619,-0.126058074704047,3,16.9982465753425,13.2335342465753,0,1,-55.614208682637
2021,"K.Murray","Murray","ARI",634,138,0.550701751253851,0.119868835446422,2,11.1800547945205,40.2710136986301,0,0,94.5407982286675
2021,"D.Jones","Jones","NYG",477,111,0.0801288763249016,0.0186463422894425,2,12.0927123287671,28.5205479452055,0,0,-20.3868802963579
2021,"T.Huntley","Huntley","BAL",263,56,-0.13534092334903,-0.0288178391921888,1,16.3137534246575,16.656,0,0,-8.09144194721011
2021,"T.Tagovailoa","Tagovailoa","MIA",480,125,0.215940039450664,0.0562343852736105,1,28.178301369863,16.4278356164384,0,0,9.83326027394792
2021,"J.Herbert","Herbert","LAC",818,170,0.838238945970357,0.1742061379156,1,38.6738630136986,21.5615342465753,1,0,112.78001215431
2021,"J.Hurts","Hurts","PHI",627,148,0.403282443274266,0.0951926660360308,1,9.58290410958904,30.8021917808219,1,0,6.69337247525723
2021,"J.Burrow","Burrow","CIN",646,164,0.6655532603648,0.168963985603448,1,22.5882739726027,23.5009315068493,0,0,58.3739545727424
2021,"D.Mills","Mills","HOU",474,123,-0.33488141109142,-0.0868996066756217,0,11.8645479452055,13.1194520547945,1,1,0
2021,"J.Fields","Fields","CHI",400,104,-0.494725080734178,-0.128628520990886,0,23.729095890411,20.6488767123288,0,1,0
2021,"T.Lawrence","Lawrence","JAX",745,175,-0.200215767610197,-0.0470305494386369,0,8.78432876712329,49.6257534246575,1,1,0
2021,"M.Jones","Jones","NE",626,158,0.460756409636915,0.11629315131411,0,19.9643835616438,32.9697534246575,0,1,0
2021,"Z.Wilson","Wilson","NYJ",481,132,-0.527958310830942,-0.144886688211402,0,15.8574246575342,21.6756164383562,1,1,0
