"season","name","last_name","team","Plays","Drives","EPA","EPA_p","Exp","WR","OL","nHC","nTM","lagEPA"
2020,"C.Newton","Newton","NE",558,133,0.161805381586496,0.0385665156828029,9,8.40363269424823,33.2993945509586,0,1,-22.7169922901483
2020,"A.Dalton","Dalton","DAL",402,98,0.0496963488573151,0.01211503031845,9,18.6980827447023,13.5508577194753,1,1,4.30477933577515
2020,"R.Wilson","Wilson","SEA",722,172,0.629401718247938,0.14994057553829,8,16.0719475277497,25.7361251261352,0,0,86.7007200283092
2020,"N.Foles","Foles","CHI",359,87,-0.290563032409258,-0.0704149967119928,8,25.9462159434914,20.0636730575177,0,1,-15.7418508209923
2020,"K.Cousins","Cousins","MIN",625,165,0.678437907018437,0.179107607452867,8,18.8031281533804,9.24399596367306,0,0,96.893036017573
2020,"R.Tannehill","Tannehill","TEN",579,157,1.17619300966768,0.318933164970339,8,11.7650857719475,25.6310797174571,0,0,80.4493657716136
2020,"T.Bridgewater","Bridgewater","CAR",608,139,0.453381160338988,0.103651285011709,6,15.8618567103935,33.8246215943491,1,1,5.84552656350891
2020,"D.Carr","Carr","LV",616,152,0.661660501530214,0.163266877000962,6,7.2481331987891,48.2158425832492,0,0,85.431019089209
2020,"C.Wentz","Wentz","PHI",575,133,-0.322431005026,-0.0745796933364488,4,31.5136226034309,13.6559031281534,0,0,57.9924852564489
2020,"D.Prescott","Prescott","DAL",258,53,0.77509059787925,0.159224037548838,4,18.6980827447023,13.5508577194753,1,0,145.459742545698
2020,"J.Goff","Goff","LA",644,161,0.176453426843904,0.0441133567109761,4,17.2274470232089,23.9503531786075,0,0,47.2503588961062
2020,"N.Mullens","Mullens","SF",372,100,0.0832683670093766,0.0223839696261765,3,9.66417759838547,14.9164480322906,0,0,-3.46194788330467
2020,"D.Watson","Watson","HOU",712,159,0.930449980552604,0.207783071499809,3,10.189404641776,35.1902119071645,0,0,114.111154445716
2020,"M.Trubisky","Trubisky","CHI",355,84,0.505204347385961,0.119541310367382,3,25.9462159434914,20.0636730575177,0,0,-22.2990946222768
2020,"P.Mahomes","Mahomes","KC",711,151,1.39331645482751,0.295908276623002,3,38.2365287588295,23.8453077699294,0,0,172.799109405361
2020,"L.Jackson","Jackson","BAL",583,141,0.70860789283992,0.171378581287185,2,12.3953582240161,7.77336024217962,0,0,197.832836601894
2020,"B.Mayfield","Mayfield","CLE",590,158,0.645861234149313,0.17295944914507,2,17.7526740665994,35.715438950555,1,0,22.2662671589629
